gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Male,0,Yes,71,Yes,No,Fiber optic,Two year,100.2,No
Male,0,No,8,Yes,No,DSL,Month-to-month,45.15,Yes
Female,0,Yes,72,Yes,No,Fiber optic,Two year,108.65,No
Female,0,No,49,No,No,DSL,Month-to-month,40.65,No
Male,0,Yes,29,No,No,DSL,One year,55.35,No
Male,0,No,72,Yes,Yes,Fiber optic,Two year,105.6,No
Male,0,No,31,Yes,Yes,Fiber optic,Month-to-month,93.8,Yes
Female,0,No,50,Yes,Yes,Fiber optic,Month-to-month,95.7,No
Male,0,No,71,Yes,Yes,DSL,Two year,83.2,No
Male,1,No,70,Yes,Yes,DSL,Two year,90.05,No
Male,0,No,71,Yes,Yes,Fiber optic,One year,97.65,No
Male,0,Yes,61,Yes,No,DSL,Two year,68.05,No
Male,0,No,32,Yes,No,Fiber optic,Month-to-month,96.2,Yes
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,79.6,Yes
Male,0,No,68,Yes,Yes,Fiber optic,Two year,102.1,No
Male,0,No,62,Yes,Yes,DSL,Two year,23.4,No
Female,0,Yes,7,Yes,No,Fiber optic,Month-to-month,71.05,No
Male,0,No,20,Yes,Yes,Fiber optic,Month-to-month,85.25,Yes
Male,0,Yes,6,Yes,No,DSL,One year,19.45,No
Female,1,No,33,No,No,DSL,Month-to-month,59.45,No
Male,0,Yes,28,Yes,Yes,Fiber optic,One year,92.2,No
Male,0,No,27,Yes,No,DSL,Two year,19.85,No
Male,0,No,7,Yes,No,DSL,Month-to-month,43.9,No
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,80.5,Yes
Male,1,No,5,Yes,Yes,Fiber optic,Month-to-month,89.8,Yes
Male,1,No,30,Yes,Yes,Fiber optic,Month-to-month,90.5,No
Male,0,No,63,Yes,Yes,Fiber optic,One year,90.45,No
Male,0,No,1,Yes,No,DSL,Month-to-month,50.75,Yes
Female,0,Yes,53,Yes,Yes,DSL,One year,84.6,No
Female,0,Yes,14,Yes,No,Fiber optic,Month-to-month,89.65,Yes
Female,0,No,21,Yes,No,Fiber optic,Month-to-month,99.15,No
Male,0,No,17,Yes,No,DSL,One year,19.95,No
Male,0,Yes,16,Yes,No,DSL,Two year,20.5,No
Female,0,No,35,Yes,No,DSL,Month-to-month,62.1,No
Female,1,No,32,Yes,No,Fiber optic,Month-to-month,79.5,No
Female,0,Yes,28,Yes,No,DSL,Month-to-month,19.55,No
Female,0,No,1,Yes,No,DSL,Month-to-month,20.35,No
Male,0,No,59,No,No,DSL,Month-to-month,51.7,No
Female,0,Yes,72,Yes,Yes,DSL,One year,23.3,No
Male,0,No,36,Yes,No,DSL,One year,65.4,Yes
Female,0,No,40,Yes,No,DSL,Month-to-month,65.1,No
Male,0,Yes,40,Yes,Yes,Fiber optic,Month-to-month,81.2,No
Female,0,Yes,9,Yes,No,DSL,Month-to-month,72.9,Yes
Male,0,Yes,63,Yes,No,DSL,Two year,74.5,No
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,80.5,No
Male,0,Yes,40,No,No,DSL,One year,60.3,No
Male,0,No,8,Yes,No,Fiber optic,Month-to-month,75,No
Male,1,No,34,Yes,No,Fiber optic,One year,90.15,No
Male,0,No,5,No,No,DSL,Month-to-month,40,Yes
Male,1,No,9,Yes,Yes,Fiber optic,Month-to-month,99.45,Yes
Male,0,No,9,Yes,Yes,DSL,Month-to-month,69.05,No
Male,0,Yes,31,Yes,Yes,DSL,Month-to-month,59.7,No
Female,0,No,50,Yes,No,DSL,One year,19.85,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,86.25,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,45.65,Yes
Male,0,No,8,Yes,No,Fiber optic,Month-to-month,70.1,Yes
Female,0,No,9,No,No,DSL,Month-to-month,40.75,No
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,70.2,Yes
Female,0,No,3,Yes,No,DSL,Month-to-month,55.35,Yes
Male,0,No,25,Yes,No,Fiber optic,Month-to-month,95.7,No
Male,1,No,1,Yes,No,DSL,Month-to-month,46.3,No
Female,0,Yes,45,Yes,Yes,DSL,Month-to-month,81.3,No
Male,1,Yes,51,Yes,Yes,Fiber optic,Month-to-month,84.2,Yes
Female,0,Yes,55,Yes,No,DSL,Month-to-month,20,No
Female,0,No,38,Yes,Yes,DSL,Month-to-month,66.15,No
Male,0,No,2,Yes,No,DSL,Month-to-month,45.85,Yes
Male,0,Yes,38,Yes,No,DSL,Month-to-month,19.6,No
Male,0,No,34,Yes,No,DSL,Month-to-month,49.8,No
Female,0,No,70,Yes,Yes,Fiber optic,One year,101.75,No
Female,0,No,13,Yes,No,DSL,One year,55.15,No
Male,0,No,39,Yes,Yes,Fiber optic,Month-to-month,75.25,Yes
Female,0,No,61,Yes,Yes,Fiber optic,One year,103.95,No
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,100.15,Yes
Male,0,No,41,Yes,No,Fiber optic,Two year,99.65,No
Male,0,No,21,Yes,Yes,Fiber optic,Month-to-month,73.7,No
Male,1,No,55,No,No,DSL,One year,50.05,No
Male,0,No,69,No,No,DSL,Two year,60.25,No
Male,1,Yes,26,Yes,Yes,Fiber optic,Month-to-month,105.75,Yes
Female,1,No,69,Yes,No,Fiber optic,One year,87.3,No
Female,1,No,18,No,No,DSL,Month-to-month,48.35,Yes
Male,0,Yes,47,Yes,Yes,DSL,Month-to-month,54.25,No
Female,0,Yes,72,Yes,No,DSL,Two year,85.3,No
Male,1,No,33,No,No,DSL,Month-to-month,50,No
Female,0,Yes,2,No,No,DSL,Month-to-month,24.4,Yes
Female,0,Yes,72,Yes,Yes,DSL,Two year,90.95,No
Male,1,No,37,Yes,No,Fiber optic,Month-to-month,72.25,No
Female,1,Yes,62,Yes,Yes,Fiber optic,Month-to-month,96.1,No
Female,0,No,71,Yes,No,DSL,Two year,19.85,No
Male,0,Yes,23,Yes,No,DSL,Month-to-month,55.3,No
Female,0,No,16,Yes,No,DSL,One year,20.1,No
Male,0,No,9,Yes,No,DSL,Month-to-month,69.5,No
Male,0,Yes,17,Yes,Yes,DSL,Two year,25.15,No
Female,0,No,4,Yes,No,DSL,Month-to-month,20.95,Yes
Female,1,No,1,Yes,No,DSL,Month-to-month,49.55,Yes
Female,0,No,24,Yes,Yes,Fiber optic,Month-to-month,79.65,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,71.25,No
Male,1,No,72,Yes,Yes,Fiber optic,Two year,113.8,No
Female,0,No,72,Yes,Yes,DSL,Two year,24.55,No
Female,0,Yes,11,Yes,No,DSL,Month-to-month,19.7,No
Male,0,No,9,Yes,No,DSL,Month-to-month,20.25,Yes
Female,1,No,2,Yes,No,DSL,Month-to-month,50.15,Yes
Female,1,No,60,Yes,Yes,Fiber optic,One year,100.5,No
Male,1,No,29,Yes,Yes,Fiber optic,Month-to-month,95.9,Yes
Female,0,No,49,Yes,No,DSL,Two year,74.45,No
Female,1,No,30,Yes,Yes,Fiber optic,Month-to-month,104.1,No
Female,0,No,53,Yes,No,DSL,One year,19.05,No
Male,0,Yes,39,Yes,Yes,DSL,Two year,25,No
Female,0,No,9,Yes,No,DSL,Month-to-month,19.05,No
Male,0,No,39,Yes,No,Fiber optic,One year,81.9,No
Male,1,No,8,Yes,No,Fiber optic,Month-to-month,69.7,No
Female,0,Yes,51,Yes,Yes,Fiber optic,One year,90.15,No
Male,0,Yes,71,Yes,Yes,DSL,Two year,25.35,No
Male,1,No,71,Yes,Yes,DSL,Two year,24.65,No
Female,1,No,70,Yes,No,DSL,Two year,19.55,No
Female,1,No,1,No,No,DSL,Month-to-month,25.25,Yes
Male,0,No,38,No,No,DSL,Two year,60,No
Female,0,No,28,Yes,No,Fiber optic,Month-to-month,89.9,No
Female,0,No,32,Yes,No,DSL,Month-to-month,19.4,No
Male,1,No,49,Yes,No,DSL,Two year,49.8,No
Female,0,Yes,37,Yes,Yes,DSL,Two year,24.1,No
Female,0,No,10,Yes,No,DSL,Month-to-month,54.25,No
Male,0,No,67,Yes,Yes,Fiber optic,One year,109.9,No
Male,0,No,7,No,No,DSL,One year,35.5,No
Female,0,No,51,Yes,No,Fiber optic,One year,87.55,No
Female,0,No,9,Yes,No,DSL,Month-to-month,45.15,Yes
Female,0,No,9,Yes,No,Fiber optic,Month-to-month,88.4,No
Male,0,No,4,Yes,No,DSL,Month-to-month,50.8,No
Male,0,No,71,Yes,Yes,Fiber optic,Two year,99,No
Female,0,Yes,50,Yes,Yes,Fiber optic,Month-to-month,84.4,Yes
Female,1,Yes,24,Yes,No,Fiber optic,Two year,96.55,No
Male,0,No,22,Yes,No,DSL,One year,59.75,No
Male,0,No,44,Yes,Yes,Fiber optic,Month-to-month,111.5,No
Female,0,Yes,33,Yes,Yes,DSL,Month-to-month,24.25,No
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,75.1,Yes
Female,0,No,54,Yes,Yes,DSL,One year,70.15,Yes
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,101.75,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,45.8,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,20.5,No
Male,0,No,30,Yes,No,DSL,One year,70.4,No
Female,0,No,1,No,No,DSL,Month-to-month,30.55,No
Male,0,Yes,16,Yes,Yes,DSL,Month-to-month,84.9,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.1,Yes
Male,0,No,9,No,No,DSL,Month-to-month,40.65,Yes
Male,1,No,46,Yes,Yes,Fiber optic,Month-to-month,101,Yes
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,69.1,Yes
Male,0,No,71,Yes,No,DSL,Two year,54.5,No
Male,0,No,43,Yes,Yes,Fiber optic,Month-to-month,75.35,No
Male,0,No,50,No,No,DSL,One year,44.45,No
Female,0,No,13,Yes,Yes,Fiber optic,Month-to-month,75,Yes
Male,0,Yes,19,Yes,No,Fiber optic,One year,100,Yes
Female,0,No,41,Yes,Yes,Fiber optic,Month-to-month,98.05,No
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,71.15,Yes
Female,0,No,24,No,No,DSL,Month-to-month,54.15,Yes
Female,0,No,40,Yes,Yes,DSL,One year,63.9,No
Female,0,Yes,3,Yes,Yes,DSL,Month-to-month,69.15,No
Female,0,No,37,Yes,Yes,DSL,One year,64.65,No
Female,0,Yes,67,Yes,Yes,Fiber optic,Two year,108.75,Yes
Female,0,Yes,32,Yes,Yes,Fiber optic,Month-to-month,98.85,No
Female,0,No,6,Yes,No,DSL,Month-to-month,49.15,Yes
Female,0,Yes,32,Yes,Yes,Fiber optic,Month-to-month,89.6,No
Female,0,No,59,Yes,Yes,Fiber optic,Month-to-month,83.25,No
Female,0,No,30,Yes,No,DSL,One year,70.25,No
Male,0,Yes,20,Yes,No,DSL,Month-to-month,19.4,Yes
Female,0,Yes,27,Yes,Yes,DSL,Two year,24.5,No
Female,1,No,20,Yes,Yes,Fiber optic,Month-to-month,79.15,Yes
Male,0,Yes,9,Yes,No,DSL,One year,20.1,No
Female,0,Yes,68,Yes,Yes,DSL,One year,73,No
Female,0,Yes,69,Yes,Yes,DSL,Two year,61.4,No
Male,0,No,26,Yes,Yes,Fiber optic,Month-to-month,84.3,No
Male,0,Yes,69,Yes,No,DSL,Two year,19.9,No
Male,0,No,11,Yes,No,DSL,Two year,20.4,No
Male,0,No,1,Yes,Yes,DSL,Month-to-month,50.75,No
Male,0,Yes,10,Yes,No,DSL,One year,20.45,No
Female,0,Yes,55,Yes,Yes,DSL,One year,75.75,No
Male,0,No,44,Yes,No,DSL,One year,65.4,No
Male,1,No,46,Yes,No,Fiber optic,Month-to-month,80.4,Yes
Male,0,Yes,69,Yes,No,DSL,Two year,59.75,No
Male,1,No,11,Yes,No,Fiber optic,Month-to-month,78.5,No
Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,102,Yes
Male,0,No,29,Yes,No,DSL,Month-to-month,48.95,No
Female,0,No,57,Yes,Yes,Fiber optic,Month-to-month,99.65,No
Male,0,No,28,Yes,No,DSL,One year,18.25,No
Female,0,No,42,Yes,No,DSL,Month-to-month,54.55,No
Female,0,No,2,Yes,No,DSL,Month-to-month,20.65,Yes
Male,0,Yes,23,No,No,DSL,One year,40.65,No
Female,0,Yes,18,Yes,No,DSL,Month-to-month,20.45,No
Male,0,Yes,62,Yes,Yes,DSL,One year,24.8,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,70.8,Yes
Male,0,No,16,Yes,Yes,Fiber optic,Month-to-month,89.05,Yes
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,96.6,Yes
Male,0,No,67,Yes,Yes,DSL,One year,88.8,No
Male,0,No,62,Yes,No,DSL,Two year,20.05,No
Female,0,No,57,Yes,Yes,Fiber optic,Month-to-month,104.5,Yes
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,69.8,No
Female,0,Yes,23,Yes,Yes,DSL,Two year,77.15,No
Female,0,Yes,25,No,No,DSL,Two year,35.05,No
Female,1,No,72,Yes,Yes,Fiber optic,Two year,108.1,No
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,84.05,No
Female,0,No,8,Yes,No,DSL,One year,20.2,No
Female,0,No,5,Yes,Yes,DSL,Month-to-month,50.6,Yes
Male,0,No,35,No,No,DSL,Month-to-month,49.2,No
Male,0,No,24,Yes,Yes,DSL,One year,24.6,No
Female,0,Yes,2,Yes,No,Fiber optic,Month-to-month,71.65,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,104.9,No
Female,0,No,41,Yes,Yes,Fiber optic,Month-to-month,106.5,No
Male,0,Yes,4,Yes,No,DSL,Month-to-month,49.35,Yes
Male,0,No,26,Yes,No,Fiber optic,One year,75.5,No
Male,0,No,7,Yes,No,Fiber optic,Month-to-month,94.25,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,68.95,Yes
Female,0,Yes,4,Yes,Yes,DSL,Month-to-month,58.5,No
Male,0,No,48,Yes,No,DSL,Two year,78.9,No
Male,1,No,2,Yes,Yes,Fiber optic,Month-to-month,93.85,Yes
Female,1,No,12,Yes,No,DSL,One year,79.2,No
Male,0,No,60,Yes,Yes,Fiber optic,Month-to-month,109.45,No
Male,0,No,55,Yes,No,DSL,Two year,59.2,No
Male,0,No,1,No,No,DSL,Month-to-month,29.15,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.05,No
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,76.05,Yes
Male,0,No,1,No,No,DSL,Month-to-month,24.45,Yes
Female,0,No,42,Yes,No,DSL,Two year,66.5,No
Female,0,No,1,Yes,No,DSL,Month-to-month,49.55,No
Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,89.35,Yes
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,73.6,No
Female,0,No,72,Yes,Yes,DSL,Two year,82.65,No
Male,0,No,15,Yes,Yes,DSL,Month-to-month,49,No
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,80.35,Yes
Female,0,No,11,Yes,Yes,DSL,One year,25.2,No
Female,0,No,5,Yes,Yes,DSL,Month-to-month,25.45,No
Female,1,No,1,Yes,No,DSL,Month-to-month,55.8,Yes
Male,0,No,72,Yes,Yes,Fiber optic,Two year,110.9,No
Female,0,No,55,Yes,Yes,Fiber optic,Month-to-month,77.75,No
Female,0,Yes,40,Yes,Yes,DSL,Month-to-month,26.2,No
Female,0,No,57,Yes,No,DSL,Two year,19.9,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,79.05,Yes
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,95,Yes
Female,0,No,1,No,No,DSL,Month-to-month,25.2,Yes
Male,1,Yes,52,Yes,Yes,DSL,One year,80.85,No
Male,1,No,41,Yes,Yes,Fiber optic,Month-to-month,98.4,Yes
Male,0,No,43,Yes,No,DSL,One year,56.35,No
Female,0,Yes,47,Yes,No,DSL,Two year,19.3,No
Male,0,No,3,Yes,Yes,DSL,Month-to-month,50.4,No
Male,1,Yes,66,Yes,Yes,DSL,Two year,79.4,Yes
Male,0,Yes,55,Yes,No,DSL,Two year,55.25,No
Male,0,No,29,Yes,No,DSL,One year,19.1,No
Female,0,Yes,12,Yes,Yes,Fiber optic,Month-to-month,84.05,No
Female,0,No,66,Yes,Yes,Fiber optic,Month-to-month,105.2,No
Male,1,No,35,Yes,Yes,Fiber optic,Month-to-month,101.4,Yes
Male,1,No,10,Yes,Yes,Fiber optic,Month-to-month,89.8,Yes
Male,0,Yes,27,Yes,Yes,Fiber optic,Month-to-month,75.75,No
Female,0,No,58,Yes,No,Fiber optic,Month-to-month,95.3,No
Male,0,No,54,Yes,No,Fiber optic,Two year,109.75,Yes
Male,0,No,9,Yes,No,DSL,Month-to-month,19.85,No
Male,0,No,2,Yes,No,DSL,One year,19.3,Yes
Male,0,No,6,Yes,No,Fiber optic,Month-to-month,69.1,No
Female,1,No,26,Yes,No,Fiber optic,Month-to-month,91.25,Yes
Female,0,No,9,Yes,No,DSL,Month-to-month,20.25,No
Male,0,No,8,Yes,No,DSL,Month-to-month,54.75,No
Male,0,No,12,Yes,No,Fiber optic,Month-to-month,81.45,No
Female,0,No,15,Yes,Yes,DSL,Month-to-month,49.1,Yes
Male,0,No,43,Yes,Yes,DSL,One year,80.2,No
Male,0,No,42,Yes,Yes,Fiber optic,Month-to-month,100.3,No
Female,0,No,31,Yes,Yes,DSL,Month-to-month,65.25,Yes
Female,0,Yes,66,Yes,Yes,Fiber optic,Two year,90.95,No
Female,1,No,18,Yes,Yes,Fiber optic,Month-to-month,85.45,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,20,No
Male,0,No,61,Yes,Yes,Fiber optic,Two year,94.1,Yes
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,79.85,No
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,71.65,Yes
Female,1,No,18,Yes,No,Fiber optic,Month-to-month,73.55,No
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,104.65,Yes
Female,0,Yes,3,Yes,No,DSL,Month-to-month,19.3,No
Male,0,No,50,Yes,No,DSL,One year,20.15,No
Male,0,Yes,1,Yes,No,DSL,Month-to-month,44.55,No
Male,0,No,2,Yes,No,DSL,Month-to-month,54.45,No
Male,0,No,17,Yes,No,DSL,One year,19.65,No
Male,0,Yes,69,Yes,Yes,Fiber optic,Two year,105,No
Male,0,No,72,Yes,Yes,DSL,Two year,88.7,No
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,74.25,Yes
Male,1,Yes,50,Yes,Yes,DSL,Two year,75.15,No
Female,0,No,53,Yes,No,DSL,Two year,20.25,No
Female,0,No,58,Yes,Yes,Fiber optic,Two year,109.1,No
Male,0,No,46,No,No,DSL,One year,30.75,No
Male,1,No,72,Yes,Yes,Fiber optic,Month-to-month,112.9,No
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,74.2,Yes
Female,0,Yes,6,Yes,Yes,Fiber optic,Month-to-month,94.05,No
Male,0,No,72,Yes,Yes,DSL,Two year,78.85,No
Male,0,No,4,Yes,No,DSL,Month-to-month,55.3,No
Female,0,Yes,52,Yes,No,DSL,Two year,19.35,No
Male,0,Yes,0,Yes,Yes,DSL,Two year,25.35,No
Female,0,No,2,Yes,No,DSL,One year,20.45,No
Female,0,No,65,Yes,No,DSL,Two year,19.35,No
Male,1,No,43,Yes,Yes,Fiber optic,Month-to-month,101,Yes
Male,0,No,4,Yes,Yes,Fiber optic,Month-to-month,100.2,Yes
Male,1,No,25,Yes,Yes,Fiber optic,One year,89.05,Yes
Female,0,No,51,Yes,Yes,DSL,One year,78.65,No
Male,0,No,12,Yes,Yes,DSL,Month-to-month,74.75,No
Female,0,Yes,57,Yes,No,DSL,One year,70.1,Yes
Female,0,Yes,24,Yes,No,DSL,One year,19.9,No
Female,0,No,64,Yes,Yes,DSL,One year,58.35,No
Female,0,No,4,Yes,No,Fiber optic,One year,105.65,Yes
Female,0,No,26,Yes,Yes,Fiber optic,Month-to-month,100.5,No
Female,0,Yes,15,Yes,No,DSL,Month-to-month,20.05,No
Male,1,No,64,Yes,Yes,DSL,Two year,25.65,No
Male,1,No,36,Yes,Yes,Fiber optic,Month-to-month,96.5,Yes
Female,0,No,27,Yes,Yes,Fiber optic,Month-to-month,95,No
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,70.85,Yes
Female,0,No,35,Yes,Yes,DSL,One year,85.95,Yes
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,73.9,Yes
Female,0,Yes,8,Yes,No,DSL,Month-to-month,45.45,No
Male,0,No,10,Yes,No,DSL,Month-to-month,20,No
Female,0,No,2,Yes,No,DSL,Month-to-month,49.2,No
Female,0,No,58,Yes,Yes,Fiber optic,Two year,109.45,Yes
Male,0,No,51,Yes,No,DSL,Two year,83.25,No
Female,0,Yes,46,Yes,No,DSL,Two year,19.25,No
Male,0,No,1,Yes,No,DSL,Month-to-month,19.65,No
Male,0,No,46,Yes,Yes,Fiber optic,Month-to-month,72.8,No
Female,0,No,50,Yes,Yes,Fiber optic,Month-to-month,109.65,No
Male,0,Yes,53,Yes,No,DSL,Month-to-month,65,No
Male,0,No,61,Yes,Yes,Fiber optic,Month-to-month,114.1,No
Male,0,No,5,Yes,No,DSL,Month-to-month,20.65,No
Male,0,No,47,Yes,No,DSL,One year,86.95,No
Female,0,No,54,Yes,Yes,Fiber optic,One year,94.75,No
Male,0,Yes,19,No,No,DSL,Month-to-month,25.35,No
Female,0,Yes,26,Yes,No,Fiber optic,Two year,105.45,No
Male,0,Yes,70,Yes,Yes,DSL,Two year,25.4,No
Male,0,No,17,Yes,Yes,Fiber optic,Month-to-month,102.55,No
Female,0,No,30,Yes,Yes,Fiber optic,Month-to-month,100.2,Yes
Female,0,Yes,1,Yes,Yes,DSL,Month-to-month,24,No
Female,0,Yes,19,Yes,Yes,DSL,Two year,25.6,No
Female,0,No,26,Yes,No,DSL,Two year,73.5,No
Female,0,Yes,21,Yes,No,Fiber optic,Month-to-month,74.05,Yes
Male,0,No,50,Yes,Yes,Fiber optic,One year,98.25,No
Female,0,No,68,No,No,DSL,One year,54.4,No
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,101.55,Yes
Male,0,Yes,9,Yes,No,Fiber optic,Month-to-month,103.1,No
Female,0,Yes,51,No,No,DSL,Two year,34.2,No
Female,0,No,9,Yes,No,DSL,Month-to-month,43.75,No
Male,1,Yes,41,Yes,Yes,Fiber optic,One year,111.95,Yes
Male,0,No,22,Yes,Yes,Fiber optic,Month-to-month,100.65,No
Female,0,Yes,21,No,No,DSL,One year,55.95,Yes
Male,0,Yes,71,Yes,Yes,Fiber optic,Two year,116.05,No
Male,0,No,1,Yes,No,DSL,Month-to-month,45.75,Yes
Male,0,Yes,26,Yes,Yes,DSL,One year,82,No
Male,0,No,71,Yes,Yes,DSL,Two year,65.15,No
Male,0,No,4,Yes,No,DSL,Month-to-month,44.8,No
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,79.8,No
Female,0,No,18,Yes,Yes,Fiber optic,Month-to-month,88.85,No
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,74.95,No
Female,1,No,72,Yes,Yes,Fiber optic,One year,106.85,No
Male,0,No,11,Yes,No,Fiber optic,Month-to-month,74.95,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,80.15,Yes
Male,0,No,13,Yes,No,DSL,One year,19.3,No
Female,0,No,72,Yes,Yes,Fiber optic,One year,109.25,Yes
Male,0,No,42,Yes,Yes,DSL,One year,56.1,No
Female,0,No,17,Yes,No,DSL,Month-to-month,19.7,No
Female,1,No,7,Yes,No,DSL,Month-to-month,51.3,No
Female,0,No,68,Yes,Yes,Fiber optic,Two year,118.6,No
Male,0,Yes,56,Yes,Yes,DSL,Two year,24.15,No
Female,0,Yes,38,Yes,No,DSL,One year,20.3,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,115.5,No
Female,0,No,48,Yes,Yes,DSL,One year,25.05,No
Female,1,No,52,Yes,Yes,Fiber optic,Month-to-month,109.1,No
Female,0,Yes,35,Yes,No,DSL,One year,19.65,No
Male,0,No,67,Yes,Yes,Fiber optic,Two year,111.3,No
Female,0,No,1,No,No,DSL,Month-to-month,29.9,No
Male,0,No,53,Yes,No,Fiber optic,Month-to-month,80.6,No
Male,0,Yes,34,Yes,No,DSL,Month-to-month,20.8,No
Female,0,No,3,No,No,DSL,Month-to-month,35.2,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,78.8,Yes
Male,0,No,19,Yes,No,Fiber optic,Month-to-month,89.95,No
Female,1,No,60,Yes,Yes,Fiber optic,Two year,116.05,No
Male,0,No,11,Yes,No,DSL,Two year,19.55,No
Female,0,No,47,Yes,Yes,Fiber optic,Month-to-month,106.4,Yes
Male,0,No,18,Yes,No,DSL,Month-to-month,49.4,Yes
Female,0,Yes,60,Yes,Yes,Fiber optic,Two year,115.25,No
Male,0,No,72,Yes,Yes,DSL,Two year,24.8,No
Male,0,No,39,Yes,No,DSL,One year,19.9,No
Female,0,No,59,Yes,No,Fiber optic,One year,81.25,No
Male,0,Yes,2,Yes,No,Fiber optic,Month-to-month,69.95,No
Male,1,No,1,Yes,No,Fiber optic,Month-to-month,69.1,Yes
Male,0,Yes,20,Yes,No,Fiber optic,Month-to-month,90.2,Yes
Female,0,No,6,Yes,Yes,Fiber optic,Month-to-month,93.55,Yes
Male,0,No,71,Yes,Yes,Fiber optic,Two year,86.4,No
Female,0,No,24,Yes,Yes,DSL,Month-to-month,66.3,No
Male,1,No,67,Yes,Yes,Fiber optic,Month-to-month,94.65,No
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,80.85,Yes
Female,0,Yes,48,Yes,Yes,Fiber optic,One year,82.05,Yes
Female,0,No,37,Yes,Yes,DSL,One year,72.1,No
Male,0,No,11,No,No,DSL,Month-to-month,34.7,No
Male,0,No,3,Yes,No,DSL,Month-to-month,20.55,Yes
Female,0,No,18,Yes,No,Fiber optic,Month-to-month,95.95,No
Male,0,Yes,50,Yes,No,DSL,One year,44.8,No
Female,0,Yes,67,Yes,Yes,Fiber optic,One year,109.4,No
Female,0,No,25,Yes,No,DSL,Month-to-month,71.05,No
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,78.55,Yes
Male,0,No,9,Yes,No,DSL,Month-to-month,19.7,No
Female,0,Yes,10,No,No,DSL,One year,40.25,No
Female,0,No,70,Yes,No,DSL,Two year,19.85,No
Male,0,No,9,Yes,No,DSL,Month-to-month,68.25,No
Female,0,No,4,Yes,No,DSL,Month-to-month,20.15,No
Female,0,No,2,Yes,No,DSL,Month-to-month,50.95,No
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,78.65,Yes
Male,0,No,19,No,No,DSL,Month-to-month,25.15,No
Male,0,Yes,7,Yes,No,DSL,Month-to-month,20.25,No
Male,0,No,1,Yes,No,DSL,Month-to-month,42.9,Yes
Male,1,No,1,Yes,No,DSL,Month-to-month,44,No
Female,0,Yes,9,Yes,No,DSL,One year,20.25,No
Female,0,No,3,No,No,DSL,Month-to-month,34.25,Yes
Female,0,No,9,No,No,DSL,Month-to-month,58.5,Yes
Female,0,No,5,Yes,No,DSL,Month-to-month,55.8,No
Female,0,Yes,56,Yes,No,Fiber optic,One year,88.9,No
Female,0,Yes,18,Yes,Yes,DSL,Month-to-month,57.65,No
Male,1,No,49,Yes,Yes,Fiber optic,Month-to-month,96.2,Yes
Male,0,No,70,Yes,Yes,DSL,Two year,79.15,No
Female,0,No,72,Yes,Yes,Fiber optic,Two year,108.05,No
